433.125,2288.90625,0.13458628952503204
1485.0,1766.875,0.09696295857429504
2413.125,1285.0,0.06565161049365997
2660.625,1244.84375,0.1440293788909912
2351.25,1766.875,0.3648754060268402
433.125,2288.90625,0.1788199543952942
2536.875,1285.0,0.0
2660.625,682.65625,0.0
2598.75,682.65625,0.24431481957435608
2598.75,361.40625,0.0
2351.25,722.8125,0.022505775094032288
2289.375,1084.21875,0.06122097373008728
2351.25,762.96875,0.0374138243496418
2413.125,762.96875,0.03824116662144661
2970.0,1084.21875,0.013110032305121422
2413.125,722.8125,0.0118678854778409
