413.28125,1363.90625,0.6305153965950012
429.8125,1058.203125,0.5408386588096619
446.34375,776.015625,0.2874779999256134
628.1875,752.5,0.1882043480873108
628.1875,1058.203125,0.5632342100143433
661.25,1363.90625,0.6414351463317871
495.9375,776.015625,0.0
545.53125,399.765625,0.0
545.53125,329.21875,0.5169349312782288
529.0,94.0625,0.0
347.15625,258.671875,0.16645701229572296
247.96875,282.1875,0.3464750349521637
462.875,399.765625,0.06403256207704544
661.25,399.765625,0.6138062477111816
743.90625,587.890625,0.2555919885635376
644.71875,564.375,0.12057870626449585
